2785.0,2740.0,737000.0,732400.0,66270000.0,66299000.0,4423000.0,4376000.0,0
2775.0,2730.0,737700.0,731800.0,66297000.0,66217000.0,4429000.0,4363000.0,0
2765.0,2745.0,734800.0,734700.0,66319000.0,66370000.0,4424000.0,4385000.0,0
2770.0,2755.0,738200.0,740000.0,66519000.0,66865000.0,4424000.0,4386000.0,0
2765.0,2755.0,735800.0,740500.0,66717000.0,66881000.0,4424000.0,4388000.0,0
2735.0,2740.0,729800.0,732400.0,65951000.0,66299000.0,4355000.0,4376000.0,1
2740.0,2730.0,732400.0,731800.0,66299000.0,66217000.0,4376000.0,4363000.0,1
2730.0,2745.0,731800.0,734700.0,66217000.0,66370000.0,4363000.0,4385000.0,1
2745.0,2755.0,734700.0,740000.0,66370000.0,66865000.0,4385000.0,4386000.0,1
2755.0,2755.0,740000.0,740500.0,66865000.0,66881000.0,4386000.0,4388000.0,1
2775.0,2740.0,737700.0,732400.0,66297000.0,66299000.0,4429000.0,4376000.0,2
2765.0,2730.0,734800.0,731800.0,66319000.0,66217000.0,4424000.0,4363000.0,2
2770.0,2745.0,738200.0,734700.0,66519000.0,66370000.0,4424000.0,4385000.0,2
2765.0,2755.0,735800.0,740000.0,66717000.0,66865000.0,4424000.0,4386000.0,2
2745.0,2755.0,732600.0,740500.0,66301000.0,66881000.0,4375000.0,4388000.0,2
2690.0,2740.0,735700.0,732400.0,65790000.0,66299000.0,4320000.0,4376000.0,3
2695.0,2730.0,748100.0,731800.0,66432000.0,66217000.0,4334000.0,4363000.0,3
2685.0,2745.0,749700.0,734700.0,66588000.0,66370000.0,4315000.0,4385000.0,3
2685.0,2755.0,750300.0,740000.0,66965000.0,66865000.0,4351000.0,4386000.0,3
2680.0,2755.0,750900.0,740500.0,67136000.0,66881000.0,4366000.0,4388000.0,3
2775.0,2740.0,739100.0,732400.0,66562000.0,66299000.0,4449000.0,4376000.0,4
2785.0,2730.0,737000.0,731800.0,66270000.0,66217000.0,4423000.0,4363000.0,4
2775.0,2745.0,737700.0,734700.0,66297000.0,66370000.0,4429000.0,4385000.0,4
2765.0,2755.0,734800.0,740000.0,66319000.0,66865000.0,4424000.0,4386000.0,4
2770.0,2755.0,738200.0,740500.0,66519000.0,66881000.0,4424000.0,4388000.0,4
2695.0,2740.0,748100.0,732400.0,66432000.0,66299000.0,4334000.0,4376000.0,5
2685.0,2730.0,749700.0,731800.0,66588000.0,66217000.0,4315000.0,4363000.0,5
2685.0,2745.0,750300.0,734700.0,66965000.0,66370000.0,4351000.0,4385000.0,5
2680.0,2755.0,750900.0,740000.0,67136000.0,66865000.0,4366000.0,4386000.0,5
2680.0,2755.0,749500.0,740500.0,67000000.0,66881000.0,4328000.0,4388000.0,5
2675.0,2740.0,737200.0,732400.0,65676000.0,66299000.0,4304000.0,4376000.0,6
2690.0,2730.0,735700.0,731800.0,65790000.0,66217000.0,4320000.0,4363000.0,6
2695.0,2745.0,748100.0,734700.0,66432000.0,66370000.0,4334000.0,4385000.0,6
2685.0,2755.0,749700.0,740000.0,66588000.0,66865000.0,4315000.0,4386000.0,6
2685.0,2755.0,750300.0,740500.0,66965000.0,66881000.0,4351000.0,4388000.0,6
2750.0,2740.0,734100.0,732400.0,66310000.0,66299000.0,4385000.0,4376000.0,7
2735.0,2730.0,729800.0,731800.0,65951000.0,66217000.0,4355000.0,4363000.0,7
2740.0,2745.0,732400.0,734700.0,66299000.0,66370000.0,4376000.0,4385000.0,7
2730.0,2755.0,731800.0,740000.0,66217000.0,66865000.0,4363000.0,4386000.0,7
2745.0,2755.0,734700.0,740500.0,66370000.0,66881000.0,4385000.0,4388000.0,7
2680.0,2740.0,749500.0,732400.0,67000000.0,66299000.0,4328000.0,4376000.0,8
2650.0,2730.0,734600.0,731800.0,66481000.0,66217000.0,4291000.0,4363000.0,8
2640.0,2745.0,734500.0,734700.0,66643000.0,66370000.0,4277000.0,4385000.0,8
2640.0,2755.0,737200.0,740000.0,67155000.0,66865000.0,4302000.0,4386000.0,8
2635.0,2755.0,733000.0,740500.0,66837000.0,66881000.0,4289000.0,4388000.0,8
